,CE1,CE2,CE3,CE4,CE161,CE162,CE163,CE164,CE165,JWM1,JWM2,JWM3,JWM4,NH1,NH2,NH3,NH4,NH5
ASV_1632,5,0,0,3,7,3,5,0,0,0,0,0,0,0,0,0,0,0
ASV_1633,1,0,3,4,0,1,0,0,0,0,0,0,0,3,4,1,3,3
ASV_1634,1,0,0,6,0,0,2,0,1,0,0,0,0,0,2,4,1,6
ASV_1635,2,1,2,6,1,1,2,0,0,0,0,0,0,1,3,0,1,3
ASV_1636,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,2,6,7
ASV_1637,3,0,1,3,0,2,1,0,0,0,1,0,1,4,3,1,2,1
ASV_1638,1,3,1,1,0,1,4,3,0,0,0,0,0,4,3,0,2,0
ASV_1639,0,3,1,0,0,8,1,6,2,0,0,0,0,1,0,0,1,0
ASV_1640,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1641,0,1,0,1,0,0,0,0,0,7,6,6,2,0,0,0,0,0
ASV_1642,0,2,2,2,1,1,2,0,0,0,0,0,0,4,1,1,4,3
ASV_1643,0,1,2,3,0,0,0,0,1,0,0,0,0,2,1,2,8,3
ASV_1644,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,4,0,3
ASV_1645,0,0,2,5,0,2,0,0,1,0,0,0,0,3,2,2,4,2
ASV_1646,0,0,0,0,0,0,1,2,20,0,0,0,0,0,0,0,0,0
ASV_1647,0,0,0,0,0,0,0,1,0,5,8,9,0,0,0,0,0,0
ASV_1648,0,0,0,0,0,0,0,1,19,0,0,0,0,2,1,0,0,0
ASV_1649,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,1,9,5
ASV_1650,0,0,0,4,0,0,0,0,0,6,5,3,4,0,1,0,0,0
ASV_1651,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,6,4,3
ASV_1652,0,0,0,1,0,0,0,0,0,5,10,3,4,0,0,0,0,0
ASV_1653,0,0,0,0,0,0,0,0,0,8,7,6,2,0,0,0,0,0
ASV_1654,0,0,0,0,0,0,0,0,0,15,1,1,6,0,0,0,0,0
ASV_1655,0,0,0,0,0,0,0,0,0,3,3,9,8,0,0,0,0,0
ASV_1656,0,0,0,0,0,0,0,0,0,8,2,3,10,0,0,0,0,0
ASV_1657,0,0,0,0,0,0,0,0,0,3,12,2,6,0,0,0,0,0
ASV_1658,0,0,0,0,0,0,0,0,0,3,11,5,4,0,0,0,0,0
ASV_1659,0,0,0,0,0,0,0,0,0,5,6,6,6,0,0,0,0,0
ASV_1660,0,0,0,0,0,0,0,0,0,3,10,9,1,0,0,0,0,0
ASV_1661,0,0,0,0,0,0,0,0,0,9,10,2,2,0,0,0,0,0
ASV_1662,0,0,0,0,0,0,0,0,0,9,2,5,7,0,0,0,0,0
ASV_1663,0,0,0,0,0,0,0,0,0,4,5,6,8,0,0,0,0,0
ASV_1664,0,0,0,0,0,0,0,0,0,6,4,5,6,1,0,0,1,0
ASV_1665,0,0,0,0,0,0,0,0,0,2,2,11,8,0,0,0,0,0
ASV_1666,0,0,0,0,0,0,0,0,0,9,6,6,2,0,0,0,0,0
ASV_1667,0,0,0,0,0,0,0,0,0,6,9,3,5,0,0,0,0,0
ASV_1668,0,0,0,0,0,0,0,0,0,7,4,4,8,0,0,0,0,0
ASV_1669,0,0,0,0,0,0,0,0,0,7,5,5,5,0,1,0,0,0
ASV_1670,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,3,13
ASV_1671,1,1,0,5,0,0,1,0,0,0,0,0,0,1,3,4,5,1
ASV_1672,5,2,4,2,0,0,2,0,0,0,0,0,0,0,0,0,5,2
ASV_1673,1,0,2,0,0,0,0,0,0,0,0,0,0,4,3,3,4,5
ASV_1674,3,5,2,2,1,1,1,0,0,0,0,0,0,1,1,0,3,2
ASV_1675,6,2,2,3,2,1,2,0,1,0,0,0,0,0,1,0,0,2
ASV_1676,2,0,0,5,0,3,1,0,0,0,0,0,0,1,1,3,3,3
ASV_1677,1,1,4,0,2,2,2,4,3,0,0,0,0,0,1,0,1,1
ASV_1678,3,4,1,3,2,1,1,3,0,0,0,0,0,0,0,0,3,1
ASV_1679,1,2,0,0,0,2,0,3,14,0,0,0,0,0,0,0,0,0
ASV_1680,3,0,0,2,0,0,0,0,0,0,0,0,1,3,6,4,0,3
ASV_1681,3,0,1,1,0,1,1,0,0,0,0,0,0,3,1,3,4,4
ASV_1682,1,8,1,2,4,5,0,0,1,0,0,0,0,0,0,0,0,0
ASV_1683,1,2,8,2,2,3,0,0,0,0,0,0,0,2,0,1,0,1
ASV_1684,2,3,4,3,1,0,4,0,0,0,0,0,0,0,0,0,3,2
ASV_1685,2,0,1,3,1,3,0,0,0,0,0,0,0,4,2,4,2,0
ASV_1686,1,0,10,1,1,1,0,0,1,0,0,0,0,1,4,0,0,2
ASV_1687,2,0,3,4,2,2,1,0,0,0,0,0,0,1,3,0,3,1
ASV_1688,0,9,0,0,2,5,5,1,0,0,0,0,0,0,0,0,0,0
ASV_1689,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,5
ASV_1690,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,14
ASV_1691,0,0,0,3,1,0,2,0,0,0,0,0,0,0,1,4,4,7
ASV_1692,0,0,0,0,1,2,3,2,14,0,0,0,0,0,0,0,0,0
ASV_1693,0,0,0,1,2,0,2,0,0,0,0,2,2,0,0,5,4,4
ASV_1694,0,0,0,2,4,0,6,0,0,0,0,0,0,4,1,1,2,2
ASV_1695,0,0,1,2,0,2,0,0,0,0,0,0,0,1,3,5,0,8
ASV_1696,0,0,1,0,0,0,2,5,4,0,0,0,0,2,0,0,5,3
ASV_1697,0,0,0,0,0,0,0,1,5,0,0,0,0,8,0,4,1,3
ASV_1698,0,0,0,2,0,0,0,0,0,0,0,0,0,2,7,2,9,0
ASV_1699,0,0,0,0,0,0,0,0,0,12,0,9,1,0,0,0,0,0
ASV_1700,0,0,0,0,0,0,0,0,0,8,6,4,0,0,4,0,0,0
ASV_1701,0,0,0,0,0,0,0,0,0,10,4,3,5,0,0,0,0,0
ASV_1702,0,0,0,0,0,0,0,0,0,6,6,8,2,0,0,0,0,0
ASV_1703,0,0,0,0,0,0,0,0,0,10,5,6,1,0,0,0,0,0
ASV_1704,0,0,0,0,0,0,0,0,0,6,7,7,2,0,0,0,0,0
ASV_1705,0,0,0,0,0,0,0,0,0,2,7,2,8,0,0,2,1,0
ASV_1706,0,0,0,0,0,0,0,0,0,5,7,5,5,0,0,0,0,0
ASV_1707,0,0,0,0,0,0,0,0,0,0,2,15,5,0,0,0,0,0
ASV_1708,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,6,11
ASV_1709,0,0,0,0,0,0,0,0,0,0,2,17,3,0,0,0,0,0
ASV_1710,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,6,4
ASV_1711,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,4,4
ASV_1712,1,9,0,1,1,1,2,3,2,0,0,0,0,0,0,0,1,0
ASV_1713,1,0,0,2,0,1,0,0,0,0,0,0,0,4,0,3,9,1
ASV_1714,1,1,0,1,3,2,7,3,1,0,0,0,0,1,0,0,0,1
ASV_1715,5,1,1,2,1,4,3,3,1,0,0,0,0,0,0,0,0,0
ASV_1716,1,1,4,1,3,2,4,0,0,0,0,0,0,0,2,0,2,1
ASV_1717,2,8,1,2,2,1,1,1,0,0,0,0,0,1,0,0,1,1
ASV_1718,1,0,0,2,0,0,0,0,0,0,0,0,0,6,2,4,2,4
ASV_1719,1,1,0,3,1,2,0,1,1,0,0,0,0,1,1,4,1,4
ASV_1720,1,0,0,5,0,2,0,0,0,0,0,0,0,1,4,1,5,2
ASV_1721,10,3,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0,1
ASV_1722,2,0,3,2,1,2,5,0,0,0,0,0,0,1,1,3,1,0
ASV_1723,1,3,0,1,2,3,3,5,2,0,0,0,0,0,0,1,0,0
ASV_1724,2,4,2,2,0,5,2,2,0,0,0,0,0,0,0,1,1,0
ASV_1725,1,3,0,3,1,0,2,0,0,0,0,0,0,1,4,0,2,4
ASV_1726,1,4,2,1,1,0,0,0,0,0,0,0,0,0,3,1,5,3
ASV_1727,5,3,5,1,1,0,2,1,2,0,0,0,0,0,1,0,0,0
ASV_1728,0,1,2,2,8,3,1,2,1,0,0,0,0,0,1,0,0,0
ASV_1729,0,2,2,0,1,1,1,2,0,0,0,0,0,0,2,1,6,3
ASV_1730,0,1,0,0,1,0,2,0,0,0,0,0,0,1,5,6,4,1
ASV_1731,0,2,0,0,2,1,1,4,7,0,0,1,0,2,0,1,0,0
ASV_1732,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,5,3,7
ASV_1733,0,1,0,1,3,1,0,1,10,0,0,0,1,0,3,0,0,0
ASV_1734,0,3,2,4,0,2,2,1,0,0,0,0,0,1,2,2,1,1
ASV_1735,0,2,1,4,2,1,3,2,0,0,0,0,0,0,0,1,3,2
ASV_1736,0,0,7,0,2,4,3,0,1,0,0,0,0,1,0,0,0,3
ASV_1737,0,0,3,4,3,1,1,0,0,0,0,0,0,1,6,0,0,2
ASV_1738,0,0,0,1,1,0,0,0,0,0,0,0,0,4,5,1,7,2
ASV_1739,0,0,1,0,2,0,0,2,1,0,0,0,0,3,0,4,4,4
ASV_1740,0,0,0,1,0,2,0,0,0,0,0,0,0,4,5,2,1,6
ASV_1741,0,0,1,0,0,0,2,0,3,0,5,3,7,0,0,0,0,0
ASV_1742,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,3,3,9
ASV_1743,0,0,0,5,0,0,0,0,2,0,0,0,0,0,2,2,5,5
ASV_1744,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,8,8,1
ASV_1745,0,0,1,0,0,0,0,0,0,4,3,7,3,0,0,0,1,2
ASV_1746,0,0,0,0,0,0,0,0,0,1,13,4,3,0,0,0,0,0
ASV_1747,0,0,0,0,0,0,0,0,0,2,3,11,5,0,0,0,0,0
ASV_1748,0,0,0,0,0,0,0,0,0,4,9,4,4,0,0,0,0,0
ASV_1749,0,0,0,0,0,0,0,0,0,2,7,6,4,0,2,0,0,0
ASV_1750,0,0,0,0,0,0,0,0,0,5,7,7,2,0,0,0,0,0
ASV_1751,0,0,0,0,0,0,0,0,0,5,9,0,6,0,1,0,0,0
ASV_1752,0,0,0,0,0,0,0,0,0,1,2,8,10,0,0,0,0,0
ASV_1753,0,0,0,0,0,0,0,0,0,8,1,12,0,0,0,0,0,0
ASV_1754,0,0,0,0,0,0,0,0,0,1,5,12,3,0,0,0,0,0
ASV_1755,0,0,0,0,0,0,0,0,0,3,6,7,5,0,0,0,0,0
ASV_1756,0,0,0,0,0,0,0,0,0,4,5,5,7,0,0,0,0,0
ASV_1757,0,0,0,0,0,0,0,0,0,6,4,5,6,0,0,0,0,0
ASV_1758,0,0,0,0,0,0,0,0,0,1,3,9,8,0,0,0,0,0
ASV_1759,0,0,0,0,0,0,0,0,0,6,4,6,5,0,0,0,0,0
ASV_1760,0,0,0,0,0,0,0,0,0,6,2,8,5,0,0,0,0,0
ASV_1761,0,0,0,0,0,0,0,0,0,14,6,0,0,0,1,0,0,0
ASV_1762,0,0,0,0,0,0,0,0,0,5,6,5,4,0,0,0,0,1
ASV_1763,0,0,0,0,0,0,0,0,0,2,5,13,1,0,0,0,0,0
ASV_1764,0,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0
ASV_1765,0,0,0,0,0,0,0,0,0,0,12,6,3,0,0,0,0,0
ASV_1766,0,0,0,0,0,0,0,0,0,0,9,7,3,0,0,1,1,0
ASV_1767,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
ASV_1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,1
ASV_1769,3,0,1,2,1,4,4,2,1,0,0,0,0,0,0,0,2,0
ASV_1770,5,0,4,2,3,3,0,1,0,0,0,0,0,0,0,0,0,2
ASV_1771,1,1,1,0,5,8,0,1,2,0,0,0,0,0,1,0,0,0
ASV_1772,1,0,0,0,0,1,0,0,0,1,1,3,13,0,0,0,0,0
ASV_1773,3,1,0,2,1,4,2,0,0,0,0,0,0,3,1,0,1,2
ASV_1774,2,1,0,1,1,2,2,2,2,0,0,0,0,1,0,0,3,3
ASV_1775,1,0,0,0,0,1,0,0,0,0,0,1,0,2,2,8,3,2
ASV_1776,1,0,2,4,0,2,0,0,0,0,0,0,0,4,4,1,1,1
ASV_1777,1,0,1,0,1,0,0,0,0,0,0,0,0,3,3,2,5,4
ASV_1778,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1
ASV_1779,3,0,3,4,1,0,0,0,0,0,0,0,0,1,0,2,1,5
ASV_1780,1,0,0,10,3,2,0,0,0,0,0,0,0,0,3,0,1,0
ASV_1781,3,0,2,4,1,1,5,0,0,0,0,0,0,0,3,1,0,0
ASV_1782,1,2,6,1,2,0,2,0,0,0,0,0,0,0,4,1,1,0
ASV_1783,2,3,1,3,0,2,0,0,0,0,0,0,0,3,2,2,1,1
ASV_1784,3,4,3,3,0,3,0,0,1,0,0,0,0,0,1,0,1,1
ASV_1785,1,4,1,0,1,3,0,3,3,0,0,0,0,1,2,0,0,1
ASV_1786,1,1,0,5,0,0,0,0,0,0,0,0,0,0,4,4,3,2
ASV_1787,1,1,0,0,0,0,0,0,0,1,13,0,0,0,0,0,1,3
ASV_1788,0,10,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1789,0,1,0,0,1,0,1,0,0,0,0,0,0,2,2,3,3,7
ASV_1790,0,4,1,8,1,1,0,0,0,0,0,0,0,0,1,0,2,2
ASV_1791,0,1,0,0,0,0,0,2,1,0,0,0,0,3,3,3,4,3
ASV_1792,0,3,8,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0
ASV_1793,0,1,0,0,0,0,0,8,9,0,0,0,0,0,0,1,0,1
ASV_1794,0,1,0,5,1,1,1,0,0,0,0,0,0,1,1,2,2,5
ASV_1795,0,4,4,0,3,5,3,1,0,0,0,0,0,0,0,0,0,0
ASV_1796,0,2,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,4
ASV_1797,0,1,0,0,0,0,0,7,6,0,0,0,0,1,1,2,0,2
ASV_1798,0,1,0,1,2,4,0,0,0,0,0,0,0,0,2,6,2,2
ASV_1799,0,0,0,7,1,0,0,0,0,3,2,0,0,0,1,1,4,1
ASV_1800,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,8,4,3
ASV_1801,0,0,0,1,2,1,1,0,0,0,0,0,0,2,5,4,0,4
ASV_1802,0,0,0,0,1,1,1,0,0,0,5,5,2,1,0,1,2,1
ASV_1803,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,8,2,2
ASV_1804,0,0,0,0,0,1,2,0,0,0,0,0,0,7,4,2,2,2
ASV_1805,0,0,0,0,0,1,0,0,0,0,0,0,0,7,4,2,1,5
ASV_1806,0,0,0,0,0,1,1,0,0,0,0,0,0,4,3,2,6,3
ASV_1807,0,0,0,0,0,0,0,1,0,0,3,14,0,0,1,1,0,0
ASV_1808,0,0,0,0,0,0,0,1,15,0,0,0,0,2,1,0,0,1
ASV_1809,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,9,1,2
ASV_1810,0,0,1,0,0,0,0,0,0,0,1,6,7,2,0,0,0,3
ASV_1811,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,1,3,9
ASV_1812,0,0,0,1,0,0,0,0,0,5,3,4,4,1,1,1,0,0
ASV_1813,0,0,0,0,0,0,0,0,0,4,5,7,4,0,0,0,0,0
ASV_1814,0,0,0,0,0,0,0,0,0,1,4,13,2,0,0,0,0,0
ASV_1815,0,0,0,0,0,0,0,0,0,1,3,12,4,0,0,0,0,0
ASV_1816,0,0,0,0,0,0,0,0,0,1,7,8,4,0,0,0,0,0
ASV_1817,0,0,0,0,0,0,0,0,0,1,9,9,1,0,0,0,0,0
ASV_1818,0,0,0,0,0,0,0,0,0,11,4,2,3,0,0,0,0,0
ASV_1819,0,0,0,0,0,0,0,0,0,4,10,4,2,0,0,0,0,0
ASV_1820,0,0,0,0,0,0,0,0,0,2,0,15,3,0,0,0,0,0
ASV_1821,0,0,0,0,0,0,0,0,0,2,9,5,4,0,0,0,0,0
ASV_1822,0,0,0,0,0,0,0,0,0,7,5,1,6,0,0,0,1,0
ASV_1823,0,0,0,0,0,0,0,0,0,2,10,6,2,0,0,0,0,0
ASV_1824,0,0,0,0,0,0,0,0,0,6,6,7,1,0,0,0,0,0
ASV_1825,0,0,0,0,0,0,0,0,0,0,7,8,5,0,0,0,0,0
ASV_1826,0,0,0,0,0,0,0,0,0,0,7,12,1,0,0,0,0,0
ASV_1827,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0
ASV_1828,0,0,0,0,0,0,0,0,0,0,7,9,4,0,0,0,0,0
ASV_1829,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,8
ASV_1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0
ASV_1831,1,0,0,2,0,0,1,0,0,0,0,0,0,3,1,3,3,5
ASV_1832,1,2,0,2,5,1,3,4,1,0,0,0,0,0,0,0,0,0
ASV_1833,1,4,1,0,5,2,0,3,2,0,0,0,0,0,0,1,0,0
ASV_1834,2,2,4,5,1,3,1,1,0,0,0,0,0,0,0,0,0,0
ASV_1835,5,5,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0
ASV_1836,1,1,0,0,9,1,0,3,4,0,0,0,0,0,0,0,0,0
ASV_1837,1,5,3,0,1,1,1,0,2,0,0,0,0,2,0,0,2,1
ASV_1838,1,2,2,0,2,0,1,4,3,0,0,0,0,0,2,0,1,1
ASV_1839,1,1,0,1,1,0,1,0,0,0,0,0,0,1,3,1,6,3
ASV_1840,1,0,0,14,0,2,0,0,0,0,0,0,0,0,0,2,0,0
ASV_1841,1,0,3,8,0,0,0,0,0,0,0,0,0,0,2,4,0,1
ASV_1842,1,1,2,0,1,5,2,1,0,0,0,0,0,0,0,4,1,1
ASV_1843,4,0,0,1,2,0,0,0,0,0,0,0,0,0,3,3,3,3
ASV_1844,6,1,1,3,0,1,0,0,0,0,0,0,0,1,3,0,2,1
ASV_1845,2,4,3,2,2,2,1,1,0,0,0,0,0,0,1,0,0,1
ASV_1846,3,6,3,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1
ASV_1847,0,14,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
ASV_1848,0,7,2,1,0,5,1,1,0,0,0,0,0,0,1,0,0,1
ASV_1849,0,1,2,2,2,1,1,0,1,0,0,0,0,0,4,0,3,2
ASV_1850,0,1,0,0,4,0,1,0,0,0,0,0,0,3,1,2,3,4
ASV_1851,0,3,0,0,2,2,0,2,6,0,3,0,0,0,1,0,0,0
ASV_1852,0,1,0,5,2,2,2,0,0,0,0,0,0,2,0,1,0,4
ASV_1853,0,1,1,0,3,3,0,0,1,0,0,0,0,3,2,1,0,4
ASV_1854,0,1,0,0,0,1,2,0,3,1,3,0,2,1,1,1,2,1
ASV_1855,0,4,1,9,1,0,0,0,0,0,1,0,0,1,1,0,1,0
ASV_1856,0,1,0,0,1,0,0,0,0,5,3,0,1,1,0,4,1,2
ASV_1857,0,2,1,1,0,0,0,0,0,0,0,0,0,4,4,6,1,0
ASV_1858,0,0,0,1,1,4,1,2,0,0,0,0,0,5,2,1,1,1
ASV_1859,0,0,3,1,1,0,1,2,0,0,0,0,0,1,1,0,7,2
ASV_1860,0,0,2,1,3,2,0,1,3,0,0,0,0,0,2,3,1,1
ASV_1861,0,0,1,9,2,0,1,0,0,0,0,0,0,1,0,0,4,1
ASV_1862,0,0,0,0,1,1,0,0,0,8,3,3,3,0,0,0,0,0
ASV_1863,0,0,0,4,1,4,0,0,1,0,0,0,0,0,4,2,3,0
ASV_1864,0,0,1,0,0,1,1,0,1,0,0,0,0,2,3,3,5,2
ASV_1865,0,0,2,1,0,1,3,0,0,0,0,0,0,1,4,1,3,3
ASV_1866,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,2,1,5
ASV_1867,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,4,3,7
ASV_1868,0,0,0,0,0,0,0,8,8,0,0,0,0,1,1,0,1,0
ASV_1869,0,0,0,0,0,0,0,1,0,4,3,6,3,0,1,0,1,0
ASV_1870,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,10,2
ASV_1871,0,0,0,0,0,0,0,0,0,2,6,10,1,0,0,0,0,0
ASV_1872,0,0,0,0,0,0,0,0,0,7,8,2,2,0,0,0,0,0
ASV_1873,0,0,0,0,0,0,0,0,0,3,5,2,9,0,0,0,0,0
ASV_1874,0,0,0,0,0,0,0,0,0,3,6,7,3,0,0,0,0,0
ASV_1875,0,0,0,0,0,0,0,0,0,2,6,7,4,0,0,0,0,0
ASV_1876,0,0,0,0,0,0,0,0,0,1,10,5,3,0,0,0,0,0
ASV_1877,0,0,0,0,0,0,0,0,0,2,1,10,6,0,0,0,0,0
ASV_1878,0,0,0,0,0,0,0,0,0,2,7,4,6,0,0,0,0,0
ASV_1879,0,0,0,0,0,0,0,0,0,3,5,7,4,0,0,0,0,0
ASV_1880,0,0,0,0,0,0,0,0,0,4,9,3,3,0,0,0,0,0
ASV_1881,0,0,0,0,0,0,0,0,0,4,3,4,8,0,0,0,0,0
ASV_1882,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0
ASV_1883,0,0,0,0,0,0,0,0,0,0,6,7,6,0,0,0,0,0
ASV_1884,0,0,0,0,0,0,0,0,0,0,4,13,2,0,0,0,0,0
ASV_1885,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0
ASV_1886,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,11,2
ASV_1887,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,4
ASV_1888,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,6,6
ASV_1889,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,1,9
ASV_1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,8,5
ASV_1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,5
ASV_1892,2,5,1,1,1,0,2,3,0,0,0,0,0,0,1,0,0,2
ASV_1893,2,0,0,2,0,1,1,0,1,0,0,0,0,2,1,2,2,4
ASV_1894,2,3,3,4,1,2,0,1,0,0,0,0,0,0,1,1,0,0
ASV_1895,2,2,0,5,6,0,1,0,0,0,0,0,0,0,0,0,1,1
ASV_1896,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,1,8,2
ASV_1897,0,1,0,0,0,0,0,0,0,5,3,3,5,0,0,0,0,1
ASV_1898,0,7,0,3,0,2,2,0,2,0,0,0,0,0,0,1,0,1
ASV_1899,0,1,1,1,0,0,0,0,0,0,0,0,0,2,3,2,7,1
ASV_1900,0,0,0,6,1,0,1,0,1,0,0,0,0,0,2,2,3,2
ASV_1901,0,0,0,0,3,2,2,3,2,0,0,0,0,1,1,1,3,0
ASV_1902,0,0,1,0,3,0,1,0,0,3,3,4,1,1,0,1,0,0
ASV_1903,0,0,0,3,1,0,3,0,1,0,0,0,0,0,0,1,5,4
ASV_1904,0,0,1,7,2,1,0,0,0,0,0,0,0,0,0,3,2,2
ASV_1905,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,5,2,5
ASV_1906,0,0,0,1,0,0,1,0,0,0,0,0,0,5,3,0,6,2
ASV_1907,0,0,0,4,0,0,1,0,0,0,0,0,0,1,4,1,3,4
ASV_1908,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,5,2,6
ASV_1909,0,0,0,1,0,0,0,0,0,0,2,0,0,1,4,3,2,5
ASV_1910,0,0,0,0,0,0,0,0,0,8,3,2,5,0,0,0,0,0
ASV_1911,0,0,0,0,0,0,0,0,0,6,2,8,2,0,0,0,0,0
ASV_1912,0,0,0,0,0,0,0,0,0,5,0,12,1,0,0,0,0,0
ASV_1913,0,0,0,0,0,0,0,0,0,1,6,7,4,0,0,0,0,0
ASV_1914,0,0,0,0,0,0,0,0,0,3,4,2,9,0,0,0,0,0
ASV_1915,0,0,0,0,0,0,0,0,0,5,4,2,4,0,3,0,0,0
ASV_1916,0,0,0,0,0,0,0,0,0,3,4,8,3,0,0,0,0,0
ASV_1917,0,0,0,0,0,0,0,0,0,8,5,5,0,0,0,0,0,0
ASV_1918,0,0,0,0,0,0,0,0,0,1,8,5,2,0,1,0,1,0
ASV_1919,0,0,0,0,0,0,0,0,0,2,5,9,2,0,0,0,0,0
ASV_1920,0,0,0,0,0,0,0,0,0,6,2,4,5,0,0,0,1,0
ASV_1921,0,0,0,0,0,0,0,0,0,3,3,9,3,0,0,0,0,0
ASV_1922,0,0,0,0,0,0,0,0,0,13,4,1,0,0,0,0,0,0
ASV_1923,0,0,0,0,0,0,0,0,0,4,5,3,6,0,0,0,0,0
ASV_1924,0,0,0,0,0,0,0,0,0,0,5,12,1,0,0,0,0,0
ASV_1925,0,0,0,0,0,0,0,0,0,0,5,8,5,0,0,0,0,0
ASV_1926,0,0,0,0,0,0,0,0,0,0,6,8,4,0,0,0,0,0
ASV_1927,0,0,0,0,0,0,0,0,0,0,10,4,4,0,0,0,0,0
ASV_1928,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0
ASV_1929,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,4,6
ASV_1930,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,2,1
ASV_1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5
ASV_1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
ASV_1933,4,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,3,4
ASV_1934,2,1,0,4,0,3,0,0,1,0,0,0,0,1,0,2,2,1
ASV_1935,1,2,1,0,1,0,2,5,3,0,0,0,0,1,0,0,1,0
ASV_1936,4,1,1,2,1,0,2,0,3,0,0,0,0,0,0,1,1,1
ASV_1937,1,2,1,1,3,1,0,0,1,0,0,0,0,0,2,2,2,1
ASV_1938,1,2,3,4,0,1,3,0,0,0,0,0,0,1,0,1,0,1
ASV_1939,3,1,2,4,1,0,1,0,1,0,0,0,0,0,1,1,1,1
ASV_1940,3,3,0,2,0,3,0,3,3,0,0,0,0,0,0,0,0,0
ASV_1941,1,0,1,2,0,0,0,0,0,0,0,0,0,0,7,1,2,3
ASV_1942,1,1,0,2,3,2,2,1,3,0,0,0,0,0,2,0,0,0
ASV_1943,4,2,2,0,1,2,2,2,1,0,0,1,0,0,0,0,0,0
ASV_1944,2,2,2,0,0,0,2,1,0,0,0,0,0,2,0,1,4,1
ASV_1945,3,0,2,1,1,1,1,0,0,0,0,0,0,0,0,4,1,3
ASV_1946,1,0,0,0,0,0,0,0,0,0,0,1,2,3,4,3,0,3
ASV_1947,3,2,6,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1
ASV_1948,1,1,1,3,2,0,0,0,0,0,0,0,0,1,4,0,0,4
ASV_1949,0,3,1,3,0,1,1,0,1,0,0,0,0,1,3,1,1,1
ASV_1950,0,1,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0
ASV_1951,0,3,1,4,0,1,0,4,2,0,0,0,0,0,0,1,1,0
ASV_1952,0,6,1,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0
ASV_1953,0,1,1,1,0,0,0,0,1,0,0,0,0,2,3,4,3,1
ASV_1954,0,3,1,4,0,1,0,0,0,0,0,0,0,0,1,2,2,3
